writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,irr0,0,0,0.5142956915126939,-0.16328404138170666,0.0,0.5,True
synth,irr0,0,1,0.8502143519355728,0.1106323389962019,0.012658227848101266,0.5,True
synth,irr0,0,2,1.3335993462105387,0.20921352680572639,0.02531645569620253,0.5,True
synth,irr0,0,3,1.605559932250316,0.17705321613909325,0.0379746835443038,0.5,True
synth,irr0,0,4,1.7180521365563384,0.517487807592443,0.05063291139240506,0.5,True
synth,irr0,0,5,2.169178318710645,0.6014603887614107,0.06329113924050633,0.5,True
synth,irr0,0,6,2.5690350978849827,0.931642033153967,0.0759493670886076,0.5,True
synth,irr0,0,7,3.118925808901392,1.0398867846640911,0.08860759493670886,0.5,True
synth,irr0,0,8,3.541372588098571,1.6266821603238282,0.10126582278481013,0.5,True
synth,irr0,0,9,3.831683411256076,1.8305300284036494,0.11392405063291139,0.5,True
synth,irr0,0,10,3.932915355111198,1.9408060889411258,0.12658227848101267,0.5,True
synth,irr0,0,11,4.426723313979643,2.6767273841940646,0.13924050632911392,0.5,True
synth,irr0,0,12,4.704712796848567,3.373569554495769,0.1518987341772152,0.5,True
synth,irr0,0,13,4.788674817271796,4.1263157668810635,0.16455696202531644,0.5,True
synth,irr0,0,14,5.002386894953697,4.471048930335389,0.17721518987341772,0.5,True
synth,irr0,0,15,5.073883126337489,5.079991419762421,0.18987341772151897,0.5,True
synth,irr0,0,16,5.098065895037188,5.61865976562244,0.20253164556962025,0.5,True
synth,irr0,0,17,4.900643385522917,6.222445420749628,0.21518987341772153,0.5,True
synth,irr0,0,18,4.799290867040247,6.5510978486357425,0.22784810126582278,0.5,True
synth,irr0,0,19,4.88761755128588,7.384828903167007,0.24050632911392406,0.5,True
synth,irr0,0,20,4.6396943659407075,7.841775574822614,0.25316455696202533,0.5,True
synth,irr0,0,21,4.635615786901172,8.247065297752698,0.26582278481012656,0.5,True
synth,irr0,0,22,4.474220603699435,8.746759840979536,0.27848101265822783,0.5,True
synth,irr0,0,23,3.870872201491753,9.079081887491297,0.2911392405063291,0.5,True
synth,irr0,0,24,3.580231246616605,9.524878370139927,0.3037974683544304,0.5,True
synth,irr0,0,25,3.333847250106852,9.819874524521799,0.31645569620253167,0.5,True
synth,irr0,0,26,2.635004103399558,9.986089468347666,0.3291139240506329,0.5,True
synth,irr0,0,27,2.1277520946527684,10.389202670994086,0.34177215189873417,0.5,True
synth,irr0,0,28,1.8797872027996905,10.522124898541335,0.35443037974683544,0.5,True
synth,irr0,0,29,1.3380998898861063,10.665188228606844,0.3670886075949367,0.5,True
synth,irr0,0,30,0.9439127420975288,10.923807467109567,0.37974683544303794,0.5,True
synth,irr0,0,31,0.3855430015646042,10.821507263442212,0.3924050632911392,0.5,True
synth,irr0,0,32,-0.35279596358422416,10.958322790401064,0.4050632911392405,0.5,True
synth,irr0,0,33,-0.8061769551162878,11.06817509939694,0.4177215189873418,0.5,True
synth,irr0,0,34,-1.4096540050666848,10.848412494986983,0.43037974683544306,0.5,True
synth,irr0,0,35,-1.8346378447389566,10.860218167308977,0.4430379746835443,0.5,True
