writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,normal2,0,0,0.4353855758615928,-0.08905939883275166,0.0,0.5,True
synth,normal2,0,1,1.0300772457431528,-0.015358408835319096,0.012658227848101266,0.5,True
synth,normal2,0,2,1.637520396363482,0.03946976103468544,0.02531645569620253,0.5,True
synth,normal2,0,3,2.0801995429858464,0.10567350137628248,0.0379746835443038,0.5,True
synth,normal2,0,4,2.525857040837379,0.44758698482087655,0.05063291139240506,0.5,True
synth,normal2,0,5,3.0114541123343908,0.5718146567305455,0.06329113924050633,0.5,True
synth,normal2,0,6,3.283583595381014,0.749512506961861,0.0759493670886076,0.5,True
synth,normal2,0,7,3.529531163318919,1.0935458089988748,0.08860759493670886,0.5,True
synth,normal2,0,8,3.981666117820415,1.504245242454808,0.10126582278481013,0.5,True
synth,normal2,0,9,4.516507708314753,1.924214296884666,0.11392405063291139,0.5,True
synth,normal2,0,10,4.706027743077054,2.4166599834071008,0.12658227848101267,0.5,True
synth,normal2,0,11,4.878863749760926,2.9336446698361094,0.13924050632911392,0.5,True
synth,normal2,0,12,5.227145745740102,3.3756378784090857,0.1518987341772152,0.5,True
synth,normal2,0,13,5.521751856507395,3.998030568138201,0.16455696202531644,0.5,True
synth,normal2,0,14,5.473598196633517,4.581500571863976,0.17721518987341772,0.5,True
synth,normal2,0,15,5.561310720520191,5.100854189703724,0.18987341772151897,0.5,True
synth,normal2,0,16,5.796324194007325,5.573924985668994,0.20253164556962025,0.5,True
synth,normal2,0,17,5.981475980015651,6.1460479207623795,0.21518987341772153,0.5,True
synth,normal2,0,18,6.0804871597454895,6.748672093787821,0.22784810126582278,0.5,True
synth,normal2,0,19,6.087276027623804,7.311743304126419,0.24050632911392406,0.5,True
synth,normal2,0,20,6.004302108346086,7.870137263841414,0.25316455696202533,0.5,True
synth,normal2,0,21,5.728256577857081,8.318040895434857,0.26582278481012656,0.5,True
synth,normal2,0,22,5.378330410656073,8.66974744054694,0.27848101265822783,0.5,True
synth,normal2,0,23,5.103670853510156,9.18074392122116,0.2911392405063291,0.5,True
synth,normal2,0,24,4.654797442667684,9.47759866074043,0.3037974683544304,0.5,True
synth,normal2,0,25,4.229784412046807,9.866030646879883,0.31645569620253167,0.5,True
synth,normal2,0,26,3.7593696619282717,10.382531722082138,0.3291139240506329,0.5,True
synth,normal2,0,27,3.372885696704604,10.629532590397359,0.34177215189873417,0.5,True
synth,normal2,0,28,2.9831012747236594,10.66672015097622,0.35443037974683544,0.5,True
synth,normal2,0,29,2.5757175562972043,10.891054756239344,0.3670886075949367,0.5,True
synth,normal2,0,30,2.171425754701185,11.078405075671867,0.37974683544303794,0.5,True
synth,normal2,0,31,1.7629041006632227,11.176026685466693,0.3924050632911392,0.5,True
synth,normal2,0,32,1.2155735506250323,11.30768990259835,0.4050632911392405,0.5,True
synth,normal2,0,33,0.6343670258441286,11.152042314987233,0.4177215189873418,0.5,True
synth,normal2,0,34,0.0018602960894611442,11.11822154291451,0.43037974683544306,0.5,True
synth,normal2,0,35,-0.556236976802722,11.075358855220774,0.4430379746835443,0.5,True
synth,normal2,0,36,-1.0697140817554036,10.875358175565262,0.45569620253164556,0.5,True
synth,normal2,0,37,-1.347792866220002,10.711678162663084,0.46835443037974683,0.5,True
synth,normal2,0,38,-1.676228059966947,10.59813387498434,0.4810126582278481,0.5,True
synth,normal2,0,39,-2.178171220682173,10.182429302492778,0.49367088607594933,0.5,True
synth,normal2,0,40,-2.9244659335406116,9.904172789385024,0.5063291139240507,0.5,True
synth,normal2,0,41,-3.177908493351447,9.442456312387772,0.5189873417721519,0.5,True
synth,normal2,0,42,-3.352525728558924,9.01687140260171,0.5316455696202531,0.5,True
synth,normal2,0,43,-3.7512156588768164,8.564534882327038,0.5443037974683544,0.5,True
synth,normal2,0,44,-4.051435383765372,8.258394913197563,0.5569620253164557,0.5,True
synth,normal2,0,45,-4.225581049708346,8.010468430813173,0.569620253164557,0.5,True
synth,normal2,0,46,-4.41340925420212,7.430785273528021,0.5822784810126582,0.5,True
synth,normal2,0,47,-4.597748591519896,6.939325712608976,0.5949367088607594,0.5,True
synth,normal2,0,48,-4.659739855907363,6.3934852530346635,0.6075949367088608,0.5,True
synth,normal2,0,49,-4.6299390903084765,6.011040405433185,0.620253164556962,0.5,True
synth,normal2,0,50,-4.686641135474529,5.365516264103233,0.6329113924050633,0.5,True
synth,normal2,0,51,-4.662396154879033,4.9518172788033645,0.6455696202531646,0.5,True
synth,normal2,0,52,-4.45106379631197,4.582554319451268,0.6582278481012658,0.5,True
synth,normal2,0,53,-4.1692808696763795,4.1909346256024325,0.6708860759493671,0.5,True
synth,normal2,0,54,-4.042906342336471,3.906056584853156,0.6835443037974683,0.5,True
synth,normal2,0,55,-3.87559145936742,3.3554010309915547,0.6962025316455696,0.5,True
synth,normal2,0,56,-3.42177503095021,2.7743536516773832,0.7088607594936709,0.5,True
synth,normal2,0,57,-3.209878740889855,2.5228574196155114,0.7215189873417721,0.5,True
synth,normal2,0,58,-2.9663509539066917,2.355495823672316,0.7341772151898734,0.5,True
synth,normal2,0,59,-2.4581202349943947,2.1863135614305427,0.7468354430379747,0.5,True
synth,normal2,0,60,-2.075124965254047,1.949048215367748,0.7594936708860759,0.5,True
synth,normal2,0,61,-1.6965844388873705,1.7488368274463468,0.7721518987341772,0.5,True
synth,normal2,0,62,-1.2964568276031214,1.744194841648418,0.7848101265822784,0.5,True
synth,normal2,0,63,-0.8032788062910254,1.7032891807621282,0.7974683544303798,0.5,True
synth,normal2,0,64,-0.2512083766369352,1.7106496887615938,0.810126582278481,0.5,True
synth,normal2,0,65,0.397805465147679,1.7553574764034796,0.8227848101265822,0.5,True
synth,normal2,0,66,1.0188432454000376,1.8380905777065835,0.8354430379746836,0.5,True
synth,normal2,0,67,1.6406916774308389,1.9321641112924177,0.8481012658227848,0.5,True
synth,normal2,0,68,2.1050419484365306,2.1235844397661205,0.8607594936708861,0.5,True
synth,normal2,0,69,2.644771837570639,2.3145365134902267,0.8734177215189873,0.5,True
synth,normal2,0,70,3.098507897697419,2.5929285280427887,0.8860759493670886,0.5,True
synth,normal2,0,71,3.3180830913378476,2.8538300959563863,0.8987341772151899,0.5,True
synth,normal2,0,72,3.792358919981992,3.2819014029474713,0.9113924050632911,0.5,True
synth,normal2,0,73,4.087480572535445,3.621558257006705,0.9240506329113924,0.5,True
synth,normal2,0,74,4.321020051738248,3.888472573180856,0.9367088607594937,0.5,True
synth,normal2,0,75,4.61449671101214,4.426065650264098,0.9493670886075949,0.5,True
synth,normal2,0,76,4.992897796320897,5.046770839500223,0.9620253164556962,0.5,True
synth,normal2,0,77,5.296295516173559,5.566326014662941,0.9746835443037974,0.5,True
synth,normal2,0,78,5.627030381258299,6.015470822766822,0.9873417721518987,0.5,True
synth,normal2,0,79,5.7661993155486915,6.439134432887346,1.0,0.5,True
