writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,normal0,0,0,0.5400719615668325,0.008968369990747158,0.0,0.5,True
synth,normal0,0,1,1.0312503499212715,0.07212622162555016,0.012658227848101266,0.5,True
synth,normal0,0,2,1.5359522709525821,0.15582299474435615,0.02531645569620253,0.5,True
synth,normal0,0,3,2.071124322562682,0.3264268954223706,0.0379746835443038,0.5,True
synth,normal0,0,4,2.685381863537299,0.4065120335763109,0.05063291139240506,0.5,True
synth,normal0,0,5,3.005823156676845,0.6226619192087439,0.06329113924050633,0.5,True
synth,normal0,0,6,3.4088678814090674,1.1088880284591656,0.0759493670886076,0.5,True
synth,normal0,0,7,3.942906361220616,1.5306343862368215,0.08860759493670886,0.5,True
synth,normal0,0,8,4.319389266508013,1.8761904077059817,0.10126582278481013,0.5,True
synth,normal0,0,9,4.813394384406345,2.2400362093950617,0.11392405063291139,0.5,True
synth,normal0,0,10,5.157374947037793,2.5239658730045957,0.12658227848101267,0.5,True
synth,normal0,0,11,5.4275524448109875,3.0571623319909773,0.13924050632911392,0.5,True
synth,normal0,0,12,5.519081206416234,3.4741687298275066,0.1518987341772152,0.5,True
synth,normal0,0,13,5.766690604872076,3.8444967266945316,0.16455696202531644,0.5,True
synth,normal0,0,14,5.883277254755676,4.190527160015589,0.17721518987341772,0.5,True
synth,normal0,0,15,6.049339961031049,4.613179316949171,0.18987341772151897,0.5,True
synth,normal0,0,16,6.035988205403139,5.131559171062545,0.20253164556962025,0.5,True
synth,normal0,0,17,6.041337302573368,5.643652566848032,0.21518987341772153,0.5,True
synth,normal0,0,18,5.886235438584727,6.06433126068751,0.22784810126582278,0.5,True
synth,normal0,0,19,5.705422241929246,6.479390054613443,0.24050632911392406,0.5,True
synth,normal0,0,20,5.610011438137958,7.004243612228072,0.25316455696202533,0.5,True
synth,normal0,0,21,5.3183843193216545,7.313532664461126,0.26582278481012656,0.5,True
synth,normal0,0,22,4.8868045374149816,7.726220567190704,0.27848101265822783,0.5,True
synth,normal0,0,23,4.432142240696218,8.122465578589747,0.2911392405063291,0.5,True
synth,normal0,0,24,4.099061346245961,8.56450663003541,0.3037974683544304,0.5,True
synth,normal0,0,25,3.4955846347360735,8.96649786597979,0.31645569620253167,0.5,True
synth,normal0,0,26,3.075107192110953,9.178269276460366,0.3291139240506329,0.5,True
synth,normal0,0,27,2.806300776781117,9.518198569520782,0.34177215189873417,0.5,True
synth,normal0,0,28,2.433604783831137,9.637003197837583,0.35443037974683544,0.5,True
synth,normal0,0,29,2.08911768410685,9.826109976801996,0.3670886075949367,0.5,True
synth,normal0,0,30,1.728386234742518,9.877695821005938,0.37974683544303794,0.5,True
