writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,irr1,0,0,0.38930893187072935,0.1514625794638592,0.0,0.5,True
synth,irr1,0,1,1.124313968911887,0.04342918956251163,0.012658227848101266,0.5,True
synth,irr1,0,2,1.5032405513628875,-0.01560425574078221,0.02531645569620253,0.5,True
synth,irr1,0,3,2.0909448532683816,0.24347987907422114,0.0379746835443038,0.5,True
synth,irr1,0,4,2.295276202559073,0.618164369628216,0.05063291139240506,0.5,True
synth,irr1,0,5,2.897812400798402,0.5772581114939195,0.06329113924050633,0.5,True
synth,irr1,0,6,3.574175280275808,1.0421964190364021,0.0759493670886076,0.5,True
synth,irr1,0,7,3.8147495617926293,1.410905795733564,0.08860759493670886,0.5,True
synth,irr1,0,8,4.01138088224807,1.7984046429164822,0.10126582278481013,0.5,True
synth,irr1,0,9,4.618174850581712,2.2115929466529654,0.11392405063291139,0.5,True
synth,irr1,0,10,4.832806112442391,2.4881648324508343,0.12658227848101267,0.5,True
synth,irr1,0,11,5.150709290818862,3.149673189380311,0.13924050632911392,0.5,True
synth,irr1,0,12,5.279167154625751,3.7033291935472428,0.1518987341772152,0.5,True
synth,irr1,0,13,5.386855924203447,4.235070335548713,0.16455696202531644,0.5,True
synth,irr1,0,14,5.33799718626991,4.929815742818615,0.17721518987341772,0.5,True
synth,irr1,0,15,5.498308033716885,5.2871578171295415,0.18987341772151897,0.5,True
synth,irr1,0,16,5.596299230823953,5.761636250662738,0.20253164556962025,0.5,True
synth,irr1,0,17,5.66222362646798,6.429952846825425,0.21518987341772153,0.5,True
synth,irr1,0,18,5.590538264085177,7.0185690965740894,0.22784810126582278,0.5,True
synth,irr1,0,19,5.48045129787569,7.406734926719445,0.24050632911392406,0.5,True
synth,irr1,0,20,5.115702116030141,7.8905405749979955,0.25316455696202533,0.5,True
synth,irr1,0,21,4.8804885914153315,8.400155767012036,0.26582278481012656,0.5,True
synth,irr1,0,22,4.364560453353605,9.091610648121929,0.27848101265822783,0.5,True
synth,irr1,0,23,3.9177636668771303,9.677740754744123,0.2911392405063291,0.5,True
synth,irr1,0,24,3.6734411519938863,10.009859217448982,0.3037974683544304,0.5,True
synth,irr1,0,25,2.995524792048104,10.266344328598732,0.31645569620253167,0.5,True
synth,irr1,0,26,2.3167734213561655,10.43104598424686,0.3291139240506329,0.5,True
synth,irr1,0,27,1.966779501969752,10.552243274353893,0.34177215189873417,0.5,True
synth,irr1,0,28,1.4605606887786267,10.574507760327828,0.35443037974683544,0.5,True
synth,irr1,0,29,0.999323576631522,10.855377127334428,0.3670886075949367,0.5,True
synth,irr1,0,30,0.5431724654918885,11.263517178507158,0.37974683544303794,0.5,True
synth,irr1,0,31,0.01118612880139569,11.324023666854297,0.3924050632911392,0.5,True
synth,irr1,0,32,-0.41169430332782037,11.562486142973528,0.4050632911392405,0.5,True
synth,irr1,0,33,-0.6659894504146966,11.267340157121081,0.4177215189873418,0.5,True
synth,irr1,0,34,-1.201982458548482,11.129492775354452,0.43037974683544306,0.5,True
synth,irr1,0,35,-1.4430715761889237,11.042375777905995,0.4430379746835443,0.5,True
synth,irr1,0,36,-2.164611637357713,10.975021732871067,0.45569620253164556,0.5,True
synth,irr1,0,37,-2.4549125088483064,10.700902158131461,0.46835443037974683,0.5,True
synth,irr1,0,38,-2.722630369670617,10.577461859296143,0.4810126582278481,0.5,True
synth,irr1,0,39,-3.2263724460366996,10.34893469290984,0.49367088607594933,0.5,True
synth,irr1,0,40,-3.712146138903214,10.135522570784602,0.5063291139240507,0.5,True
synth,irr1,0,41,-4.236162509710877,9.901861223569917,0.5189873417721519,0.5,True
synth,irr1,0,42,-4.762067222347793,9.285964407878874,0.5316455696202531,0.5,True
synth,irr1,0,43,-5.00337667979779,9.164437207236265,0.5443037974683544,0.5,True
synth,irr1,0,44,-5.674138008743481,8.772542239778476,0.5569620253164557,0.5,True
synth,irr1,0,45,-5.95824433767469,8.291107866219773,0.569620253164557,0.5,True
synth,irr1,0,46,-6.204348816743011,8.0321835800018,0.5822784810126582,0.5,True
synth,irr1,0,47,-6.327849785384187,7.381986712442683,0.5949367088607594,0.5,True
synth,irr1,0,48,-6.173500980543964,6.785458000465165,0.6075949367088608,0.5,True
synth,irr1,0,49,-6.1887597175915845,6.505970419209515,0.620253164556962,0.5,True
synth,irr1,0,50,-6.426931978438126,6.023048140899231,0.6329113924050633,0.5,True
synth,irr1,0,51,-6.5598101373133835,5.787574254312164,0.6455696202531646,0.5,True
synth,irr1,0,52,-6.633767264946262,5.222266017637612,0.6582278481012658,0.5,True
synth,irr1,0,53,-6.385262004282074,4.728506312586163,0.6708860759493671,0.5,True
synth,irr1,0,54,-6.132090705099661,4.22194577978317,0.6835443037974683,0.5,True
synth,irr1,0,55,-5.926499515421247,3.5060805512505553,0.6962025316455696,0.5,True
synth,irr1,0,56,-5.7344365334715794,3.039048814264398,0.7088607594936709,0.5,True
synth,irr1,0,57,-5.577018787579708,2.800498273322101,0.7215189873417721,0.5,True
synth,irr1,0,58,-5.0601935015843384,2.562860947104499,0.7341772151898734,0.5,True
synth,irr1,0,59,-4.684870415762399,2.484397430538256,0.7468354430379747,0.5,True
synth,irr1,0,60,-4.322721350728665,2.2129399267945744,0.7594936708860759,0.5,True
synth,irr1,0,61,-3.680808770411375,2.024360078808638,0.7721518987341772,0.5,True
synth,irr1,0,62,-3.09814616098405,1.801920859974719,0.7848101265822784,0.5,True
synth,irr1,0,63,-2.5585423720283305,1.8497238566797172,0.7974683544303798,0.5,True
synth,irr1,0,64,-1.9840233134567364,2.160812469769737,0.810126582278481,0.5,True
synth,irr1,0,65,-1.6215741314370675,2.20414067209782,0.8227848101265822,0.5,True
synth,irr1,0,66,-1.0307247327085927,2.09040135761441,0.8354430379746836,0.5,True
synth,irr1,0,67,-0.505278206767488,2.063989337312558,0.8481012658227848,0.5,True
synth,irr1,0,68,-0.11132624468336433,2.1770367730967672,0.8607594936708861,0.5,True
synth,irr1,0,69,0.3061516675954381,2.4218777301109005,0.8734177215189873,0.5,True
synth,irr1,0,70,0.7249026364153236,2.6731634099872346,0.8860759493670886,0.5,True
synth,irr1,0,71,1.4406855426525635,2.7715153810199866,0.8987341772151899,0.5,True
synth,irr1,0,72,1.9070898248674244,2.91511607225585,0.9113924050632911,0.5,True
synth,irr1,0,73,2.2777238059599503,3.2800857947768476,0.9240506329113924,0.5,True
synth,irr1,0,74,2.4572714415016055,3.66413811710611,0.9367088607594937,0.5,True
synth,irr1,0,75,2.960366248674069,4.037525516657951,0.9493670886075949,0.5,True
synth,irr1,0,76,3.3256807886482735,4.6185297912523176,0.9620253164556962,0.5,True
synth,irr1,0,77,3.5204757863779466,5.091349292719665,0.9746835443037974,0.5,True
synth,irr1,0,78,3.7265758607435626,5.463305483769353,0.9873417721518987,0.5,True
synth,irr1,0,79,3.915166335946666,6.020077602229863,1.0,0.5,True
