writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,irr5,0,0,0.9541878930545565,0.10271173823083604,0.0,0.5,True
synth,irr5,0,1,1.5593988964497456,-0.044542811475364735,0.012658227848101266,0.5,True
synth,irr5,0,2,2.215091968313702,-0.054581325306842864,0.02531645569620253,0.5,True
synth,irr5,0,3,2.7454513063985315,-0.027563859400666295,0.0379746835443038,0.5,True
synth,irr5,0,4,3.042047439667148,0.0352645270725176,0.05063291139240506,0.5,True
synth,irr5,0,5,3.669033044037898,0.13696606898218575,0.06329113924050633,0.5,True
synth,irr5,0,6,4.212812830064044,0.6905598684078431,0.0759493670886076,0.5,True
synth,irr5,0,7,4.608581655937727,1.1445949070507053,0.08860759493670886,0.5,True
synth,irr5,0,8,4.837431035114221,1.7527226178916024,0.10126582278481013,0.5,True
synth,irr5,0,9,5.165717014103186,2.2893368072891445,0.11392405063291139,0.5,True
synth,irr5,0,10,5.671142256113653,2.6689414187347884,0.12658227848101267,0.5,True
synth,irr5,0,11,6.1543985087145066,3.190086357031393,0.13924050632911392,0.5,True
synth,irr5,0,12,6.392342771778812,3.6537879237734816,0.1518987341772152,0.5,True
synth,irr5,0,13,6.454368138449771,4.050991671518482,0.16455696202531644,0.5,True
synth,irr5,0,14,6.995918220657315,4.581435938290528,0.17721518987341772,0.5,True
synth,irr5,0,15,7.11528448738483,4.761551518139127,0.18987341772151897,0.5,True
synth,irr5,0,16,7.202516906258045,5.153421428350145,0.20253164556962025,0.5,True
synth,irr5,0,17,7.235810329619267,5.66707973843714,0.21518987341772153,0.5,True
synth,irr5,0,18,7.087378496050063,6.06620023939848,0.22784810126582278,0.5,True
synth,irr5,0,19,6.838128217679567,6.661312519988207,0.24050632911392406,0.5,True
synth,irr5,0,20,6.608057134865826,7.279349724076807,0.25316455696202533,0.5,True
synth,irr5,0,21,6.488408291993378,7.794259103335835,0.26582278481012656,0.5,True
synth,irr5,0,22,6.041811355617803,8.238454689022467,0.27848101265822783,0.5,True
synth,irr5,0,23,5.894922882957958,8.346075554146728,0.2911392405063291,0.5,True
synth,irr5,0,24,5.657812195610305,8.581020502071977,0.3037974683544304,0.5,True
synth,irr5,0,25,5.398138964213424,9.069769663763282,0.31645569620253167,0.5,True
synth,irr5,0,26,5.148505337251054,9.326706714616435,0.3291139240506329,0.5,True
synth,irr5,0,27,5.000986599554236,9.752189907964244,0.34177215189873417,0.5,True
