writer_id,sample_id,stroke_id,point_id,x,y,t,pressure,penDown
synth,irr3,0,0,0.4404314195486748,-0.04111569678580155,0.0,0.5,True
synth,irr3,0,1,1.0299124983674885,0.036748795438067174,0.012658227848101266,0.5,True
synth,irr3,0,2,1.5527614649105215,-0.2760376628628293,0.02531645569620253,0.5,True
synth,irr3,0,3,1.8813594662052993,-0.16346726913481796,0.0379746835443038,0.5,True
synth,irr3,0,4,2.3762313399448054,-0.0998492842106967,0.05063291139240506,0.5,True
synth,irr3,0,5,2.552427319319899,0.2927746913174555,0.06329113924050633,0.5,True
synth,irr3,0,6,3.1801862522154716,0.5764634053435298,0.0759493670886076,0.5,True
synth,irr3,0,7,3.513176715063961,1.1604869766586803,0.08860759493670886,0.5,True
synth,irr3,0,8,4.224064354267959,1.6976519257779703,0.10126582278481013,0.5,True
synth,irr3,0,9,4.59131155622391,1.9032729582143653,0.11392405063291139,0.5,True
synth,irr3,0,10,4.71838903643495,2.299230075040966,0.12658227848101267,0.5,True
synth,irr3,0,11,5.003656862460471,2.5709723633105264,0.13924050632911392,0.5,True
synth,irr3,0,12,5.500824224096092,3.2616541547486992,0.1518987341772152,0.5,True
synth,irr3,0,13,5.684148988698951,3.7511813817304835,0.16455696202531644,0.5,True
synth,irr3,0,14,5.94076885782131,4.1760694581797715,0.17721518987341772,0.5,True
synth,irr3,0,15,6.077044598648728,4.396170321718445,0.18987341772151897,0.5,True
synth,irr3,0,16,6.231113648042966,4.679536095484163,0.20253164556962025,0.5,True
synth,irr3,0,17,6.227216462367595,5.1237777557012105,0.21518987341772153,0.5,True
synth,irr3,0,18,5.781085841990688,5.826475842275701,0.22784810126582278,0.5,True
synth,irr3,0,19,5.8503530708179685,6.54386970174358,0.24050632911392406,0.5,True
synth,irr3,0,20,5.60630869652456,6.953196335823057,0.25316455696202533,0.5,True
synth,irr3,0,21,5.200899763541856,7.386380377260205,0.26582278481012656,0.5,True
synth,irr3,0,22,5.086702267897477,7.895393057109842,0.27848101265822783,0.5,True
synth,irr3,0,23,4.626560940878039,8.373133683891801,0.2911392405063291,0.5,True
synth,irr3,0,24,4.3845971145309575,9.05491430244515,0.3037974683544304,0.5,True
synth,irr3,0,25,4.231582214712989,9.363050085195397,0.31645569620253167,0.5,True
synth,irr3,0,26,3.900846043543128,9.747507387734286,0.3291139240506329,0.5,True
synth,irr3,0,27,3.1914400064566824,9.992407766265911,0.34177215189873417,0.5,True
synth,irr3,0,28,2.543790441536447,10.419759231724367,0.35443037974683544,0.5,True
synth,irr3,0,29,2.336016582025044,10.802411737417687,0.3670886075949367,0.5,True
synth,irr3,0,30,1.6607104664673382,10.901310270304617,0.37974683544303794,0.5,True
synth,irr3,0,31,1.1308265377667452,11.033012387226787,0.3924050632911392,0.5,True
synth,irr3,0,32,0.7400361115905445,10.927552009204122,0.4050632911392405,0.5,True
synth,irr3,0,33,0.5193685326372276,11.009468159896345,0.4177215189873418,0.5,True
synth,irr3,0,34,0.2512431209183254,10.921471436107037,0.43037974683544306,0.5,True
synth,irr3,0,35,-0.04809241941975756,10.914616203350436,0.4430379746835443,0.5,True
synth,irr3,0,36,-0.6210246830724013,10.602299739536374,0.45569620253164556,0.5,True
synth,irr3,0,37,-1.0451099579202179,10.229341669688997,0.46835443037974683,0.5,True
synth,irr3,0,38,-1.7032319799028715,10.069998278128171,0.4810126582278481,0.5,True
synth,irr3,0,39,-2.258852914498193,9.661155979265418,0.49367088607594933,0.5,True
synth,irr3,0,40,-2.8175780603343084,9.224872565859513,0.5063291139240507,0.5,True
synth,irr3,0,41,-3.2325035384910525,8.833798481969664,0.5189873417721519,0.5,True
synth,irr3,0,42,-3.359205191863161,8.696837144199689,0.5316455696202531,0.5,True
synth,irr3,0,43,-3.895347793033277,8.251290878757205,0.5443037974683544,0.5,True
synth,irr3,0,44,-3.9045053353655796,7.93843155730817,0.5569620253164557,0.5,True
synth,irr3,0,45,-4.05844380267864,7.377030030532687,0.569620253164557,0.5,True
synth,irr3,0,46,-4.29684371418168,6.875797623762348,0.5822784810126582,0.5,True
synth,irr3,0,47,-4.187632223898769,6.376288021609429,0.5949367088607594,0.5,True
synth,irr3,0,48,-4.152079867555206,6.073890917476796,0.6075949367088608,0.5,True
synth,irr3,0,49,-4.207467548650124,5.783764466326677,0.620253164556962,0.5,True
synth,irr3,0,50,-4.381902766107281,5.207269141721178,0.6329113924050633,0.5,True
synth,irr3,0,51,-4.232143605642614,4.965238378064249,0.6455696202531646,0.5,True
synth,irr3,0,52,-4.083365911430077,4.560635036748974,0.6582278481012658,0.5,True
synth,irr3,0,53,-3.940371197083775,3.9722753588582305,0.6708860759493671,0.5,True
synth,irr3,0,54,-3.280809231182165,3.5828019098283477,0.6835443037974683,0.5,True
synth,irr3,0,55,-3.0497274208760037,2.8914973018249355,0.6962025316455696,0.5,True
synth,irr3,0,56,-2.445444406165105,2.6423145060599147,0.7088607594936709,0.5,True
synth,irr3,0,57,-2.294995929453553,2.2807683761521633,0.7215189873417721,0.5,True
synth,irr3,0,58,-2.070634423225456,1.9360902499038137,0.7341772151898734,0.5,True
synth,irr3,0,59,-1.5414343739604108,1.8162163310635062,0.7468354430379747,0.5,True
synth,irr3,0,60,-1.3320457642136752,1.3179628975852278,0.7594936708860759,0.5,True
synth,irr3,0,61,-0.761399181030032,1.206441529124024,0.7721518987341772,0.5,True
synth,irr3,0,62,-0.2809131306946642,1.021217779994237,0.7848101265822784,0.5,True
synth,irr3,0,63,0.015243387852720225,0.8904841712589309,0.7974683544303798,0.5,True
synth,irr3,0,64,0.5138759082932189,0.8250550655523058,0.810126582278481,0.5,True
synth,irr3,0,65,0.88562047912829,0.8323397999925549,0.8227848101265822,0.5,True
synth,irr3,0,66,1.493007503905746,0.9836331022840044,0.8354430379746836,0.5,True
synth,irr3,0,67,1.7813498140466333,1.2097433633806265,0.8481012658227848,0.5,True
synth,irr3,0,68,2.0697238082938085,1.4077334339543692,0.8607594936708861,0.5,True
synth,irr3,0,69,2.52703739791903,1.7000167739730019,0.8734177215189873,0.5,True
synth,irr3,0,70,3.2782058889114376,1.7233062955470955,0.8860759493670886,0.5,True
synth,irr3,0,71,3.8352110185247588,1.9270283504461545,0.8987341772151899,0.5,True
synth,irr3,0,72,3.928609711855879,2.0461646931498274,0.9113924050632911,0.5,True
synth,irr3,0,73,4.363122293124504,1.9725724901754504,0.9240506329113924,0.5,True
synth,irr3,0,74,4.862976593734152,2.307427259341724,0.9367088607594937,0.5,True
synth,irr3,0,75,4.868425323743853,2.815820949062999,0.9493670886075949,0.5,True
synth,irr3,0,76,5.370086962856335,2.8997682250188905,0.9620253164556962,0.5,True
synth,irr3,0,77,5.559305559183925,3.3666815730382544,0.9746835443037974,0.5,True
synth,irr3,0,78,5.72272121074739,3.7430636215012756,0.9873417721518987,0.5,True
synth,irr3,0,79,5.76290807368835,4.236551677381528,1.0,0.5,True
